row,col,data
8591,22141,1.0
5118,11983,1.0
6599,6855,1.0
3934,3096,1.0
6709,5691,1.0
1613,17669,1.0
10649,20352,1.0
8591,2532,1.0
261,15124,1.0
8956,14579,1.0
3074,553,1.0
1833,17047,1.0
780,6794,1.0
8436,14172,1.0
1739,12068,1.0
9745,7681,1.0
10381,18103,1.0
5648,18689,1.0
8642,10395,1.0
7526,16506,1.0
3061,22156,1.0
6134,10124,1.0
2112,1460,1.0
22,3580,1.0
3159,6485,1.0
779,16911,1.0
7915,20747,1.0
1222,4335,1.0
9520,2889,1.0
2980,20133,1.0
797,3535,1.0
5512,6279,1.0
11319,21344,1.0
8436,4423,1.0
9776,3351,1.0
527,17036,1.0
6040,13166,1.0
5057,18451,1.0
9910,12255,1.0
3358,10593,1.0
6203,21266,1.0
3914,1641,1.0
12047,13166,1.0
7705,9245,1.0
8036,1600,1.0
9301,15806,1.0
8586,754,1.0
7268,6215,1.0
204,11132,1.0
806,19752,1.0
10571,20879,1.0
12474,15022,1.0
4601,17948,1.0
2356,9506,1.0
983,4624,1.0
449,16373,1.0
6717,14210,1.0
11965,16430,1.0
7607,6070,1.0
9144,8453,1.0
10624,9284,1.0
8320,16943,1.0
7913,5936,1.0
7913,4089,1.0
9415,21094,1.0
3166,11423,1.0
3487,17045,1.0
3934,21153,1.0
11768,4583,1.0
5515,15914,1.0
8996,19151,1.0
4892,1413,1.0
1525,17618,1.0
7127,4221,1.0
7814,18435,1.0
8392,1695,1.0
8996,21540,1.0
4844,17988,1.0
8852,16963,1.0
2356,19750,1.0
517,6134,1.0
9719,7423,1.0
1314,12549,1.0
2238,21204,1.0
3286,22195,1.0
5515,15131,1.0
4601,20354,1.0
12627,6280,1.0
6214,15831,1.0
5839,9565,1.0
8849,13661,1.0
8826,10402,1.0
2356,3413,1.0
204,13667,1.0
9133,17661,1.0
10612,20526,1.0
3020,13500,1.0
12082,20675,1.0
7524,8149,1.0
4551,3906,1.0
408,16098,1.0
12228,3488,1.0
2088,7527,1.0
10051,11996,1.0
4331,35,1.0
9242,13065,1.0
9719,21544,1.0
6430,18698,1.0
9910,14243,1.0
7768,8434,1.0
12389,20438,1.0
10731,3290,1.0
5417,20025,1.0
7277,22093,1.0
9301,13704,1.0
12074,17878,1.0
5432,7206,1.0
4376,21282,1.0
8912,18309,1.0
9174,18719,1.0
9242,13840,1.0
11294,9065,1.0
983,9289,1.0
8564,15606,1.0
11810,18041,1.0
2435,15506,1.0
2082,12061,1.0
5296,17011,1.0
7179,11765,1.0
1222,15338,1.0
4129,10368,1.0
6133,19066,1.0
8956,20241,1.0
5338,8459,1.0
9919,5185,1.0
11174,21246,1.0
3487,16184,1.0
6853,20003,1.0
9242,8264,1.0
9548,20347,1.0
11068,8734,1.0
12228,15768,1.0
402,5588,1.0
1897,13086,1.0
10124,13500,1.0
7526,3096,1.0
4757,20972,1.0
10318,736,1.0
5311,6097,1.0
10051,18098,1.0
3151,20299,1.0
1425,5622,1.0
6352,18039,1.0
1063,11423,1.0
9862,16491,1.0
10075,13043,1.0
4218,1373,1.0
5889,8694,1.0
65,20347,1.0
3538,19652,1.0
316,20747,1.0
4172,17476,1.0
6709,20830,1.0
7384,16273,1.0
11965,10068,1.0
12061,16192,1.0
3482,16575,1.0
6352,696,1.0
1246,4686,1.0
5896,14780,1.0
4551,13045,1.0
10410,14618,1.0
8420,5933,1.0
9880,19931,1.0
5731,22008,1.0
6465,15752,1.0
9745,18797,1.0
6133,13128,1.0
204,15509,1.0
9701,8091,1.0
12003,20144,1.0
6709,9443,1.0
4304,13839,1.0
11161,19886,1.0
7179,6636,1.0
22,21265,1.0
3597,9655,1.0
10095,17997,1.0
6006,11997,1.0
4476,11157,1.0
1004,11831,1.0
6438,10509,1.0
9242,5258,1.0
9745,6770,1.0
8385,6811,1.0
11174,4927,1.0
1243,9047,1.0
3691,4645,1.0
1358,21299,1.0
12389,18492,1.0
6244,13494,1.0
259,16192,1.0
408,1626,1.0
5069,14802,1.0
4302,7818,1.0
8005,12878,1.0
10083,4503,1.0
9560,16385,1.0
858,18164,1.0
9342,18531,1.0
8996,7487,1.0
12068,18087,1.0
7654,575,1.0
1780,20597,1.0
9998,20280,1.0
8406,1550,1.0
12074,17127,1.0
4970,3622,1.0
10298,21383,1.0
4239,4472,1.0
9892,12714,1.0
60,9438,1.0
8447,16303,1.0
12342,6609,1.0
8849,19503,1.0
10573,22047,1.0
5611,10279,1.0
11571,5291,1.0
2112,10571,1.0
1897,9793,1.0
3882,1851,1.0
9716,145,1.0
12016,5956,1.0
5777,17598,1.0
4172,20673,1.0
4492,18186,1.0
5926,16001,1.0
9682,18164,1.0
11810,11567,1.0
7083,1478,1.0
8949,14618,1.0
9155,5942,1.0
2828,12886,1.0
10381,748,1.0
449,6540,1.0
5311,19523,1.0
11125,3817,1.0
4601,9266,1.0
9796,20337,1.0
11686,19886,1.0
12489,7241,1.0
9910,15955,1.0
5304,17056,1.0
10624,22036,1.0
7166,19197,1.0
12137,14659,1.0
6465,21706,1.0
5839,13082,1.0
8772,14825,1.0
1525,22164,1.0
5939,16303,1.0
4097,18929,1.0
2435,701,1.0
780,11376,1.0
8830,10141,1.0
12228,19386,1.0
7547,2575,1.0
7607,11467,1.0
4970,15861,1.0
8692,10742,1.0
11832,22093,1.0
10114,7212,1.0
6391,7617,1.0
8437,18934,1.0
11174,7192,1.0
4827,20495,1.0
9931,4537,1.0
4092,7894,1.0
12135,8806,1.0
1314,19268,1.0
11794,16336,1.0
4218,16562,1.0
2552,10907,1.0
2301,17292,1.0
4492,18678,1.0
6709,21348,1.0
5338,18451,1.0
2088,17570,1.0
12389,13908,1.0
4970,9047,1.0
8996,14436,1.0
4656,9924,1.0
6508,18406,1.0
5326,1501,1.0
12388,1306,1.0
4099,20763,1.0
4331,19824,1.0
1613,12981,1.0
3874,21844,1.0
5482,8728,1.0
2088,5125,1.0
6214,12419,1.0
3286,7204,1.0
22,15143,1.0
5486,18876,1.0
65,7578,1.0
2605,13433,1.0
3487,159,1.0
11965,17575,1.0
10528,8951,1.0
2871,10693,1.0
10059,12156,1.0
11174,11258,1.0
307,21919,1.0
5304,19944,1.0
5115,14046,1.0
11519,10223,1.0
9701,13562,1.0
4759,2384,1.0
3691,1325,1.0
2575,15469,1.0
6713,7871,1.0
11836,22070,1.0
5014,12042,1.0
4099,498,1.0
3874,20738,1.0
8068,9429,1.0
4892,1490,1.0
10500,22028,1.0
7755,20025,1.0
640,17406,1.0
4286,16609,1.0
2112,13338,1.0
6006,5725,1.0
449,12951,1.0
423,20972,1.0
5731,8128,1.0
10083,7674,1.0
7727,17639,1.0
9862,2844,1.0
6599,5425,1.0
854,15442,1.0
12342,20911,1.0
316,6986,1.0
1063,14574,1.0
7727,7910,1.0
4097,8984,1.0
6717,18604,1.0
11768,21473,1.0
4091,14463,1.0
12029,176,1.0
12458,15042,1.0
9931,10823,1.0
9919,15463,1.0
4996,20123,1.0
694,14579,1.0
11749,7970,1.0
3593,20744,1.0
10752,13649,1.0
6713,21603,1.0
9242,19543,1.0
7705,5008,1.0
3206,17555,1.0
12489,10054,1.0
6992,20032,1.0
2435,7963,1.0
1033,19519,1.0
6438,11166,1.0
6203,17920,1.0
7705,1113,1.0
12553,14193,1.0
5341,11276,1.0
6964,16734,1.0
12342,18340,1.0
7179,8473,1.0
2431,20280,1.0
4551,20483,1.0
8436,11608,1.0
4759,18579,1.0
9391,13452,1.0
4551,18118,1.0
10698,19197,1.0
4773,586,1.0
1089,11157,1.0
4302,10104,1.0
10381,3319,1.0
11174,15437,1.0
9780,9599,1.0
2301,3607,1.0
9796,20032,1.0
4637,7624,1.0
2454,17629,1.0
2157,19197,1.0
10912,6910,1.0
6992,17703,1.0
3536,12272,1.0
9719,19339,1.0
11648,17343,1.0
3094,14792,1.0
6286,6126,1.0
8434,17551,1.0
2064,6980,1.0
11130,22031,1.0
204,7030,1.0
6134,14804,1.0
5515,10728,1.0
5731,7840,1.0
1752,11157,1.0
5206,17037,1.0
4333,13500,1.0
12474,7924,1.0
5555,14944,1.0
8849,20495,1.0
6006,10894,1.0
11125,19731,1.0
5285,12065,1.0
4492,3573,1.0
1821,15718,1.0
4218,17541,1.0
4003,20630,1.0
9719,12493,1.0
11810,940,1.0
6508,12535,1.0
5341,14280,1.0
8642,3487,1.0
12578,3365,1.0
4129,7930,1.0
5882,15112,1.0
166,5678,1.0
11951,8813,1.0
3973,12754,1.0
4759,3864,1.0
11945,18164,1.0
2064,15624,1.0
12553,21028,1.0
2301,1175,1.0
4557,17343,1.0
3874,18149,1.0
10508,18689,1.0
772,19538,1.0
6099,17754,1.0
8849,7715,1.0
60,20941,1.0
4099,16035,1.0
8772,15780,1.0
6214,11965,1.0
9928,4402,1.0
6133,19572,1.0
6099,14326,1.0
2369,20448,1.0
2082,4735,1.0
3840,4835,1.0
1927,8880,1.0
5115,10960,1.0
6134,16217,1.0
3252,17669,1.0
3986,5612,1.0
10396,15939,1.0
762,16303,1.0
9133,14144,1.0
777,10632,1.0
1204,15757,1.0
4092,3023,1.0
12489,396,1.0
5069,11836,1.0
65,6781,1.0
5011,13590,1.0
5118,18405,1.0
12016,1362,1.0
11965,1880,1.0
10234,20690,1.0
2858,2046,1.0
7524,18031,1.0
4331,1774,1.0
9560,21278,1.0
2121,16749,1.0
8586,5851,1.0
9745,9613,1.0
935,21919,1.0
2088,11328,1.0
2121,6057,1.0
4331,13141,1.0
7745,20058,1.0
9883,19023,1.0
390,15136,1.0
6012,1830,1.0
6099,16748,1.0
10051,4408,1.0
5889,20191,1.0
8996,8207,1.0
5084,19652,1.0
7913,4420,1.0
3478,2984,1.0
4129,15345,1.0
12068,3885,1.0
954,15963,1.0
8036,4539,1.0
2931,5914,1.0
10309,6046,1.0
9242,17072,1.0
2042,22093,1.0
12247,21400,1.0
8314,14725,1.0
7076,12358,1.0
5363,11568,1.0
12082,20728,1.0
7254,18798,1.0
12588,20972,1.0
12068,4172,1.0
7705,19311,1.0
5515,8499,1.0
6992,17049,1.0
10489,20528,1.0
5220,19505,1.0
8586,9969,1.0
8308,18767,1.0
11901,7712,1.0
11374,18009,1.0
12474,4191,1.0
6214,16594,1.0
12016,3489,1.0
168,3410,1.0
9000,11808,1.0
5118,10544,1.0
5363,14066,1.0
4066,20352,1.0
10643,21388,1.0
1441,21388,1.0
5486,5973,1.0
5640,16766,1.0
1543,21919,1.0
3841,20794,1.0
12474,2273,1.0
2931,8933,1.0
3358,236,1.0
1170,20654,1.0
9242,9315,1.0
3152,5943,1.0
3840,19525,1.0
6964,8908,1.0
7083,9098,1.0
8852,7376,1.0
9892,4996,1.0
4891,14406,1.0
4739,10363,1.0
9796,18012,1.0
12458,1290,1.0
7384,4383,1.0
10489,448,1.0
8614,766,1.0
2621,18357,1.0
10752,21398,1.0
12434,5856,1.0
2552,2296,1.0
3929,13085,1.0
4996,11229,1.0
5482,8201,1.0
3070,16073,1.0
7254,2790,1.0
354,4554,1.0
9391,1176,1.0
10039,8784,1.0
8912,4891,1.0
2356,10464,1.0
7076,18975,1.0
7083,9673,1.0
11965,17134,1.0
449,7896,1.0
828,15405,1.0
8852,13535,1.0
8956,14479,1.0
8772,20949,1.0
3482,16434,1.0
6391,2885,1.0
777,14694,1.0
11266,8986,1.0
11438,20299,1.0
4892,21644,1.0
9776,21824,1.0
7551,14677,1.0
4739,12857,1.0
2879,13515,1.0
6203,19025,1.0
8434,14769,1.0
4773,11417,1.0
8956,3334,1.0
10051,3658,1.0
3840,14479,1.0
797,14195,1.0
6857,8904,1.0
250,19374,1.0
10075,953,1.0
1033,20099,1.0
22,11519,1.0
5220,1861,1.0
5512,3433,1.0
4239,10852,1.0
6352,17446,1.0
7705,5010,1.0
8392,18723,1.0
4092,8338,1.0
5926,3954,1.0
3597,10881,1.0
5118,12891,1.0
12388,1507,1.0
12553,6270,1.0
9420,20630,1.0
12627,11478,1.0
9215,20495,1.0
7296,1348,1.0
11779,20352,1.0
7085,8315,1.0
5354,15888,1.0
9910,22139,1.0
408,2713,1.0
2552,9277,1.0
10309,14232,1.0
2828,17306,1.0
204,3822,1.0
11965,1846,1.0
9309,7080,1.0
7179,684,1.0
12627,9550,1.0
3581,15471,1.0
5118,13953,1.0
9391,5274,1.0
2356,18431,1.0
8591,20903,1.0
10961,20280,1.0
5326,15139,1.0
9883,7415,1.0
4376,6219,1.0
325,15795,1.0
5319,5420,1.0
8075,17277,1.0
5512,9207,1.0
2356,5902,1.0
11602,2726,1.0
6203,5709,1.0
10075,2034,1.0
8849,4781,1.0
8881,17997,1.0
390,221,1.0
5319,3555,1.0
7117,12841,1.0
9910,2434,1.0
10059,3316,1.0
8692,18012,1.0
2082,5917,1.0
12126,7638,1.0
6615,20114,1.0
7297,5424,1.0
6992,4788,1.0
1927,17522,1.0
4239,3655,1.0
9292,18083,1.0
8714,5606,1.0
5326,9002,1.0
9385,17516,1.0
12482,2198,1.0
7296,12984,1.0
7254,3523,1.0
3799,6576,1.0
8996,11875,1.0
6600,18009,1.0
12126,11826,1.0
777,11979,1.0
10912,13145,1.0
9796,14928,1.0
12434,897,1.0
3159,20519,1.0
8996,3067,1.0
2931,15440,1.0
5011,2545,1.0
3973,11971,1.0
8392,2953,1.0
9155,489,1.0
10964,17367,1.0
11965,1518,1.0
9042,9096,1.0
6892,9546,1.0
9042,4737,1.0
3840,6337,1.0
12342,6488,1.0
6892,11085,1.0
5432,433,1.0
10318,21540,1.0
2436,17635,1.0
4996,15188,1.0
3574,18164,1.0
1431,7774,1.0
1613,13243,1.0
2879,5507,1.0
6391,11331,1.0
8564,16587,1.0
11235,13433,1.0
4378,1713,1.0
168,5996,1.0
2879,20754,1.0
5183,8723,1.0
6599,17779,1.0
2552,10934,1.0
10545,4819,1.0
8314,638,1.0
4637,6311,1.0
11125,14387,1.0
5611,332,1.0
1222,13457,1.0
8642,11078,1.0
6992,6615,1.0
65,10176,1.0
5406,9629,1.0
4637,5337,1.0
2573,18689,1.0
6599,2695,1.0
9560,11517,1.0
3597,20697,1.0
4378,4759,1.0
2897,20637,1.0
3090,20910,1.0
5014,18435,1.0
6688,17367,1.0
8642,20234,1.0
12482,6204,1.0
4091,5047,1.0
6620,1618,1.0
6286,11945,1.0
10396,6609,1.0
6657,13033,1.0
5515,3040,1.0
10912,16383,1.0
5469,19931,1.0
11043,6060,1.0
4642,20526,1.0
10539,16730,1.0
11039,6192,1.0
828,6491,1.0
3581,188,1.0
948,6059,1.0
1618,13166,1.0
4892,7558,1.0
8692,12421,1.0
10132,21059,1.0
56,20495,1.0
6964,10556,1.0
10075,13510,1.0
948,11052,1.0
5523,16823,1.0
12126,12118,1.0
12172,20674,1.0
3201,12157,1.0
4099,8713,1.0
8956,2556,1.0
7913,16264,1.0
1635,21488,1.0
5839,15921,1.0
4331,18202,1.0
2082,10554,1.0
4099,2465,1.0
6203,595,1.0
4405,21534,1.0
7705,8397,1.0
1204,12150,1.0
12559,18531,1.0
11183,5234,1.0
7547,4550,1.0
11965,6298,1.0
11083,20332,1.0
1626,17693,1.0
402,10416,1.0
1159,3946,1.0
2112,16455,1.0
11330,21697,1.0
12135,4046,1.0
5475,18148,1.0
3358,13379,1.0
9745,19044,1.0
7814,20444,1.0
4492,18841,1.0
1243,10976,1.0
2301,11469,1.0
12482,13362,1.0
11368,6431,1.0
7268,11662,1.0
65,21989,1.0
8225,837,1.0
4286,3986,1.0
10075,5202,1.0
10752,2296,1.0
6438,11482,1.0
10670,10921,1.0
8667,17047,1.0
8772,14427,1.0
10664,11157,1.0
6286,3116,1.0
9780,7047,1.0
3840,8813,1.0
5515,14524,1.0
3166,7967,1.0
12489,15992,1.0
6857,279,1.0
3201,21854,1.0
2112,16826,1.0
4739,12953,1.0
4218,823,1.0
4544,12886,1.0
10075,5329,1.0
9242,1071,1.0
7083,1937,1.0
2858,9021,1.0
6508,21012,1.0
7745,8757,1.0
9174,11994,1.0
8183,2437,1.0
8564,15987,1.0
9862,12071,1.0
449,15189,1.0
11519,5255,1.0
6134,262,1.0
954,3744,1.0
7602,20352,1.0
9716,1643,1.0
11810,12864,1.0
9910,8275,1.0
9683,14106,1.0
9919,21152,1.0
4099,16063,1.0
10137,17037,1.0
4739,6484,1.0
3725,16038,1.0
1159,899,1.0
7296,13126,1.0
4304,15013,1.0
5640,16873,1.0
2435,826,1.0
299,14780,1.0
449,6923,1.0
9520,18916,1.0
6438,3610,1.0
777,1844,1.0
4601,6017,1.0
3081,20003,1.0
8183,10286,1.0
8996,14244,1.0
3061,4610,1.0
6244,14832,1.0
7426,14566,1.0
11803,11960,1.0
8772,16095,1.0
8314,17496,1.0
797,10551,1.0
2957,17960,1.0
11596,661,1.0
10776,17442,1.0
11519,17900,1.0
3974,20637,1.0
1004,8511,1.0
390,4004,1.0
5118,13294,1.0
1626,18330,1.0
1706,21344,1.0
6902,19682,1.0
8830,12876,1.0
9879,9499,1.0
3874,242,1.0
1142,16113,1.0
9931,5444,1.0
9928,9310,1.0
4304,17587,1.0
10075,21798,1.0
11183,21376,1.0
11355,21388,1.0
9391,7706,1.0
6964,1402,1.0
12578,18822,1.0
8849,15141,1.0
11803,15473,1.0
2082,4324,1.0
9174,12068,1.0
11125,10374,1.0
11183,16206,1.0
9144,565,1.0
7076,19402,1.0
10059,5452,1.0
4091,4350,1.0
3358,4350,1.0
4637,9052,1.0
2435,472,1.0
12045,20356,1.0
8896,19083,1.0
12082,8430,1.0
10301,3365,1.0
6352,324,1.0
797,2070,1.0
7085,1331,1.0
11125,8654,1.0
3358,21978,1.0
5611,12662,1.0
608,3114,1.0
11803,13039,1.0
7607,5042,1.0
12169,3995,1.0
4331,18093,1.0
8617,14406,1.0
3478,7328,1.0
608,6881,1.0
11653,6831,1.0
6134,19284,1.0
3725,11342,1.0
828,3281,1.0
9928,20047,1.0
11266,15188,1.0
8436,12664,1.0
12458,17040,1.0
6133,8642,1.0
7547,15738,1.0
7974,12983,1.0
4996,11290,1.0
4765,20025,1.0
7377,14406,1.0
9434,17006,1.0
8036,17809,1.0
2121,5739,1.0
11266,8295,1.0
11519,16041,1.0
8183,14712,1.0
10624,2068,1.0
12228,12814,1.0
6134,10030,1.0
4892,1900,1.0
608,5201,1.0
7547,244,1.0
8714,17887,1.0
3914,8720,1.0
3206,7607,1.0
1243,3927,1.0
8586,18928,1.0
777,14422,1.0
6689,5408,1.0
4172,2525,1.0
3981,20744,1.0
8437,17697,1.0
11823,14618,1.0
11919,8807,1.0
12228,559,1.0
8075,4284,1.0
12523,15442,1.0
5432,9574,1.0
5326,19801,1.0
7863,18759,1.0
6839,8392,1.0
5731,10334,1.0
3252,20353,1.0
10752,16811,1.0
11794,21967,1.0
9174,8565,1.0
9174,4484,1.0
11710,13031,1.0
9174,736,1.0
8308,9903,1.0
9719,18911,1.0
5611,3119,1.0
11602,7885,1.0
5640,3449,1.0
12045,5706,1.0
11919,11736,1.0
8852,8798,1.0
1537,20526,1.0
475,20437,1.0
11513,13433,1.0
8591,5162,1.0
1142,19005,1.0
5296,11566,1.0
5285,9872,1.0
10528,4528,1.0
2425,9299,1.0
10114,17537,1.0
4844,3894,1.0
4844,7277,1.0
11919,3758,1.0
1358,9392,1.0
12135,14102,1.0
2858,17722,1.0
12074,6629,1.0
9862,9049,1.0
11768,10025,1.0
3914,7582,1.0
12553,19951,1.0
517,12187,1.0
6438,15835,1.0
2327,19891,1.0
2235,13711,1.0
12617,19145,1.0
11291,12944,1.0
1525,20581,1.0
1222,12154,1.0
11368,2160,1.0
6870,7355,1.0
6430,2170,1.0
2436,21428,1.0
3581,13733,1.0
3358,5534,1.0
4512,16192,1.0
9520,9232,1.0
4423,20347,1.0
7070,12654,1.0
5115,1083,1.0
5014,4415,1.0
5285,6351,1.0
1431,7646,1.0
8088,20352,1.0
3252,20566,1.0
3503,22016,1.0
7026,19197,1.0
2964,8152,1.0
6892,21963,1.0
6099,16502,1.0
12082,2277,1.0
1525,19860,1.0
9883,4922,1.0
8293,18123,1.0
9780,19915,1.0
983,6991,1.0
8963,15442,1.0
6713,4462,1.0
10518,20674,1.0
3597,4683,1.0
7784,20637,1.0
9163,20267,1.0
11136,20895,1.0
11602,17559,1.0
6012,18654,1.0
5311,8478,1.0
475,5749,1.0
2238,14222,1.0
5330,17505,1.0
12003,14869,1.0
5889,12668,1.0
3358,9447,1.0
6717,10096,1.0
8926,21425,1.0
204,9843,1.0
8392,11697,1.0
4970,19198,1.0
7814,10167,1.0
5311,16565,1.0
2301,12228,1.0
983,11601,1.0
9793,14618,1.0
12474,21273,1.0
3061,1990,1.0
11477,12517,1.0
9879,10471,1.0
7254,15702,1.0
6620,1973,1.0
6214,3537,1.0
4286,6359,1.0
2937,15442,1.0
6021,17506,1.0
12045,9846,1.0
3286,2042,1.0
9520,5615,1.0
10353,17037,1.0
3183,21822,1.0
10318,11116,1.0
2064,12081,1.0
8837,13433,1.0
3725,20933,1.0
6049,14320,1.0
8692,13011,1.0
9144,8489,1.0
1033,10896,1.0
4492,11990,1.0
12003,6481,1.0
8436,20405,1.0
7654,17866,1.0
8772,14877,1.0
10489,9066,1.0
10059,12459,1.0
9131,13192,1.0
414,10693,1.0
1928,20448,1.0
12627,989,1.0
1739,3469,1.0
11155,21388,1.0
6012,10921,1.0
10259,19752,1.0
12489,11117,1.0
6133,8763,1.0
9391,4169,1.0
10396,9606,1.0
11749,19539,1.0
5926,18191,1.0
8896,11856,1.0
462,18083,1.0
10144,9974,1.0
4129,10753,1.0
11259,10944,1.0
12627,9793,1.0
9144,6395,1.0
11043,18871,1.0
7551,100,1.0
9000,19884,1.0
2879,12860,1.0
4376,8404,1.0
10516,19891,1.0
10318,8961,1.0
5731,1649,1.0
4970,9328,1.0
7206,13031,1.0
8956,2804,1.0
65,4439,1.0
9131,2968,1.0
7070,5819,1.0
797,20683,1.0
8350,1843,1.0
3252,2373,1.0
5118,5337,1.0
3597,4308,1.0
6099,4661,1.0
233,15393,1.0
5611,13377,1.0
6655,21388,1.0
1821,7311,1.0
8671,18083,1.0
8714,1204,1.0
8564,3461,1.0
3973,12422,1.0
1314,15644,1.0
390,1969,1.0
9910,20382,1.0
12389,3883,1.0
12074,19459,1.0
1821,21198,1.0
5115,14558,1.0
11969,21837,1.0
6006,3641,1.0
10132,19883,1.0
8022,16069,1.0
10075,8576,1.0
10528,12967,1.0
11798,2933,1.0
4656,20125,1.0
11951,13133,1.0
10144,17975,1.0
3597,58,1.0
3952,17777,1.0
9565,22093,1.0
5115,15060,1.0
6857,10574,1.0
10301,6922,1.0
5939,17506,1.0
8912,4143,1.0
4376,10954,1.0
6012,5377,1.0
166,6240,1.0
9701,8143,1.0
7296,3189,1.0
8614,16244,1.0
779,14273,1.0
3781,19752,1.0
5839,770,1.0
3159,10641,1.0
2436,12636,1.0
779,9515,1.0
11798,19350,1.0
9042,21814,1.0
2093,5351,1.0
9796,5422,1.0
4844,6827,1.0
11068,19144,1.0
9745,4594,1.0
3727,19652,1.0
10114,2944,1.0
9570,21033,1.0
5285,2513,1.0
11368,18789,1.0
4773,8354,1.0
2697,5424,1.0
10624,4750,1.0
9745,2901,1.0
821,15559,1.0
2879,16286,1.0
9454,20747,1.0
11524,13166,1.0
10039,5669,1.0
5319,14244,1.0
2931,19643,1.0
7083,3927,1.0
9174,13328,1.0
2238,3359,1.0
4286,19543,1.0
11379,20267,1.0
10528,10664,1.0
10558,20347,1.0
8225,7161,1.0
4331,8198,1.0
7747,22031,1.0
1425,15849,1.0
10545,8698,1.0
3840,21501,1.0
11083,21915,1.0
10489,20395,1.0
4656,7555,1.0
6839,14737,1.0
5304,19487,1.0
3152,18761,1.0
1265,5424,1.0
2356,17549,1.0
4356,20747,1.0
4218,1402,1.0
12553,12684,1.0
9697,19374,1.0
10346,17505,1.0
7913,1348,1.0
10776,8566,1.0
828,11641,1.0
1159,9365,1.0
8591,22219,1.0
316,12672,1.0
8406,12853,1.0
6133,500,1.0
2980,16134,1.0
5404,19652,1.0
5773,821,1.0
2858,968,1.0
7712,11783,1.0
1004,11733,1.0
7117,7485,1.0
5338,16469,1.0
12135,8688,1.0
8022,20995,1.0
8040,17629,1.0
1873,17306,1.0
4970,6019,1.0
8406,17372,1.0
10427,21094,1.0
390,14424,1.0
9042,4164,1.0
11368,3275,1.0
9301,15079,1.0
10381,9072,1.0
5984,20526,1.0
9242,11578,1.0
10318,12746,1.0
325,7663,1.0
745,13085,1.0
10489,12794,1.0
11136,2895,1.0
2235,1643,1.0
8996,2624,1.0
6678,14792,1.0
6133,5589,1.0
506,17197,1.0
5515,6203,1.0
8392,2362,1.0
8022,10147,1.0
3914,5100,1.0
11794,22084,1.0
7745,20429,1.0
12162,14320,1.0
7768,7920,1.0
3487,19419,1.0
2425,5701,1.0
4759,3915,1.0
7179,6455,1.0
11174,22104,1.0
6892,18787,1.0
10161,19828,1.0
5304,12312,1.0
7907,22093,1.0
797,17962,1.0
6565,21390,1.0
9852,18759,1.0
12003,14014,1.0
7268,18932,1.0
8208,18689,1.0
3074,4978,1.0
4739,17935,1.0
3480,21344,1.0
12468,18531,1.0
9391,6302,1.0
2436,15472,1.0
797,5451,1.0
9155,14720,1.0
11294,5569,1.0
8436,17634,1.0
224,12942,1.0
3581,12999,1.0
9780,13889,1.0
23,17343,1.0
12553,724,1.0
4851,5424,1.0
9144,2702,1.0
408,16266,1.0
10321,17505,1.0
7070,5449,1.0
6717,1980,1.0
8022,19020,1.0
7712,15187,1.0
1596,20300,1.0
3536,14301,1.0
224,17205,1.0
2112,17665,1.0
12434,5508,1.0
3691,13240,1.0
4773,6321,1.0
1821,8128,1.0
3548,20114,1.0
6718,17367,1.0
2356,19672,1.0
8830,12785,1.0
5115,11921,1.0
3070,8105,1.0
12240,2905,1.0
1004,13778,1.0
11259,21575,1.0
8225,19118,1.0
12169,2828,1.0
7083,15286,1.0
11836,397,1.0
3682,17505,1.0
5482,10990,1.0
3701,20347,1.0
2980,3685,1.0
6892,663,1.0
10309,5699,1.0
10665,16756,1.0
2235,16296,1.0
11136,14368,1.0
5341,1876,1.0
5220,3234,1.0
204,15607,1.0
2197,19175,1.0
8564,10558,1.0
11836,11612,1.0
3874,11908,1.0
8068,17300,1.0
11965,3453,1.0
5118,12748,1.0
3792,20674,1.0
10781,15913,1.0
8714,7836,1.0
2794,20417,1.0
316,16410,1.0
3252,15814,1.0
10396,987,1.0
7497,18123,1.0
9301,22009,1.0
11125,10523,1.0
12045,5176,1.0
6214,4054,1.0
11043,13145,1.0
12169,9842,1.0
821,17408,1.0
6599,11067,1.0
1431,11315,1.0
2862,14320,1.0
3378,20747,1.0
3074,18850,1.0
22,19691,1.0
11183,6072,1.0
11901,17018,1.0
65,9269,1.0
4492,10055,1.0
6211,8460,1.0
821,2422,1.0
5640,18550,1.0
1626,13879,1.0
8512,17505,1.0
12003,1924,1.0
527,22163,1.0
3597,4504,1.0
36,5424,1.0
5486,20903,1.0
10144,3656,1.0
6133,524,1.0
5981,3649,1.0
844,14618,1.0
6006,18800,1.0
7070,6811,1.0
10051,18315,1.0
11951,14942,1.0
8437,20448,1.0
408,14334,1.0
1246,13182,1.0
4239,5394,1.0
9854,21534,1.0
2750,17598,1.0
10573,11237,1.0
9144,12988,1.0
4129,15835,1.0
7658,19981,1.0
7070,18704,1.0
5080,7355,1.0
6709,2520,1.0
3874,2298,1.0
6465,2102,1.0
22,11181,1.0
9910,5478,1.0
11368,22150,1.0
10309,18850,1.0
9919,7310,1.0
6657,7989,1.0
6508,15951,1.0
12045,15974,1.0
3799,15818,1.0
2575,16263,1.0
6689,16974,1.0
2425,12691,1.0
2980,7203,1.0
6465,11144,1.0
449,19040,1.0
4601,19425,1.0
7524,254,1.0
8830,14558,1.0
